ID Venda,Data Venda,Produto,Quantidade,Total Venda,ID Cliente,Cliente,Email Cliente,Vendedor,Forma de Pagamento,ID Produto,Distribuidora,Preço Unitário,ID Vendedor,Email Vendedor
166,2023-03-12,Produto C,3,92.69999999999999,166,Mr. Alexander Silva,tvaughn@example.net,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
167,2023-11-06,Produto D,3,122.69999999999999,167,Joseph Becker,carrkristen@example.net,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
168,2023-03-01,Produto D,4,163.6,168,Craig Ramirez,hguerrero@example.net,Vendedor 3,Boleto,4,Distribuidora 4,40.9,3,susan27@example.com
169,2023-04-07,Produto B,5,112.5,169,Angela Davis,april50@example.net,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
170,2023-07-23,Produto D,5,204.5,170,Christopher Jones,ujohnston@example.com,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
171,2023-08-29,Produto B,2,45.0,171,Christina Munoz,spencemichael@example.net,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
172,2023-11-06,Produto A,3,47.7,172,Ronald White,ashley52@example.com,Vendedor 1,Boleto,1,Distribuidora 1,15.9,1,staceyweaver@example.org
173,2023-01-26,Produto B,4,90.0,173,Shelly Young,ujones@example.net,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
174,2023-10-30,Produto B,2,45.0,174,Jessica Vaughn,cheyenne12@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
175,2023-11-04,Produto B,3,67.5,175,Tracy Mcdonald,adammorgan@example.net,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
176,2023-05-07,Produto C,5,154.5,176,Mark Mitchell,jonreed@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
177,2023-11-16,Produto B,5,112.5,177,Kenneth Johnson,williamking@example.org,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
178,2023-09-19,Produto C,2,61.8,178,Joseph Thompson,jessicapeterson@example.net,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
179,2023-01-16,Produto B,1,22.5,179,Susan Taylor,daniel20@example.com,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
180,2023-02-07,Produto C,1,30.9,180,Susan Gonzales,jriley@example.org,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
181,2023-07-08,Produto A,2,31.8,181,Connor Brewer,tylermegan@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
182,2023-05-13,Produto B,3,67.5,182,Chris Turner,holtbrenda@example.net,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
183,2023-11-19,Produto B,3,67.5,183,Lisa Klein,fwalker@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
184,2023-11-18,Produto D,3,122.69999999999999,184,Ian Jones,tiffanycarson@example.com,Vendedor 1,Cartão de Débito,4,Distribuidora 4,40.9,1,staceyweaver@example.org
185,2023-06-17,Produto C,1,30.9,185,John Lewis,ecervantes@example.com,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
186,2023-03-18,Produto D,5,204.5,186,Jessica Li,kyle03@example.com,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
187,2023-05-02,Produto C,2,61.8,187,Stephanie Dickerson,lewisdavid@example.net,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
188,2023-07-29,Produto A,5,79.5,188,Aaron Ballard DDS,nhoffman@example.org,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
189,2023-07-02,Produto D,3,122.69999999999999,189,Anna Hawkins,jarvismaria@example.org,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
190,2023-07-14,Produto D,3,122.69999999999999,190,Susan Cole,christine16@example.net,Vendedor 2,Boleto,4,Distribuidora 4,40.9,2,gabriela96@example.org
191,2023-08-30,Produto B,5,112.5,191,Steven Kelly,johndavis@example.com,Vendedor 1,Boleto,2,Distribuidora 2,22.5,1,staceyweaver@example.org
192,2023-03-17,Produto B,1,22.5,192,Vincent Hansen,lanceperez@example.org,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
193,2023-03-02,Produto A,1,15.9,193,Nicole Blevins,ymorgan@example.com,Vendedor 2,Dinheiro,1,Distribuidora 1,15.9,2,gabriela96@example.org
194,2023-07-14,Produto D,3,122.69999999999999,194,Tiffany Chase,uhudson@example.org,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
195,2023-10-08,Produto D,2,81.8,195,Barbara Fox,fmiller@example.com,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
196,2023-10-13,Produto A,4,63.6,196,Nathan Stokes,roberthale@example.net,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
197,2023-07-24,Produto A,3,47.7,197,Arthur Bell,carpenterjohn@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
198,2023-02-10,Produto A,1,15.9,198,Mitchell Paul Jr.,collinsray@example.com,Vendedor 3,Dinheiro,1,Distribuidora 1,15.9,3,susan27@example.com
199,2023-02-01,Produto C,4,123.6,199,Jessica Richards,mrodriguez@example.net,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
200,2023-03-07,Produto C,3,92.69999999999999,200,Megan Perkins,dherrera@example.org,Vendedor 3,Boleto,3,Distribuidora 3,30.9,3,susan27@example.com
201,2023-06-11,Produto D,4,163.6,201,Theresa Meyer,alicia00@example.net,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
202,2023-02-22,Produto D,2,81.8,202,Martha Boyle,lisa24@example.net,Vendedor 4,Dinheiro,4,Distribuidora 4,40.9,4,sgonzalez@example.org
203,2023-12-09,Produto D,5,204.5,203,Ryan Jackson,burgessrichard@example.com,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
204,2023-11-17,Produto A,5,79.5,204,Sydney Smith,kevans@example.org,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
205,2023-08-15,Produto C,4,123.6,205,Christina Hill,alexandra29@example.net,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
206,2023-03-06,Produto B,1,22.5,206,Brianna Foster,madison47@example.net,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
207,2023-02-25,Produto B,4,90.0,207,Laurie Torres,jacksonchristopher@example.org,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
208,2023-06-30,Produto B,3,67.5,208,Troy Gomez,harold91@example.net,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
209,2023-09-28,Produto D,4,163.6,209,Erika Hampton,morgan81@example.org,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
210,2023-06-16,Produto A,1,15.9,210,Gina Hernandez,christiangreene@example.net,Vendedor 1,Boleto,1,Distribuidora 1,15.9,1,staceyweaver@example.org
211,2023-02-06,Produto C,5,154.5,211,Linda Mathews,jennifer99@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
212,2023-02-10,Produto C,1,30.9,212,Lindsey Spence,nmccarthy@example.com,Vendedor 1,Transferência Bancária,3,Distribuidora 3,30.9,1,staceyweaver@example.org
213,2023-07-13,Produto A,1,15.9,213,Joshua Cook,sparks@example.org,Vendedor 4,Dinheiro,1,Distribuidora 1,15.9,4,sgonzalez@example.org
214,2023-11-25,Produto A,5,79.5,214,Scott David,gnavarro@example.net,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
215,2023-08-10,Produto B,1,22.5,215,Morgan Armstrong,ybrown@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
216,2023-07-08,Produto B,4,90.0,216,Michelle Green,tammymorales@example.net,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
217,2023-01-25,Produto C,4,123.6,217,Mark Richardson,leblancchristian@example.org,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
218,2023-03-22,Produto C,2,61.8,218,Patricia Cooke,john81@example.org,Vendedor 3,Dinheiro,3,Distribuidora 3,30.9,3,susan27@example.com
219,2023-12-09,Produto D,2,81.8,219,Kenneth Smith,curtisshelly@example.com,Vendedor 3,Cartão de Débito,4,Distribuidora 4,40.9,3,susan27@example.com
220,2023-09-19,Produto B,2,45.0,220,Jeffrey Davila,kestrada@example.net,Vendedor 4,Cartão de Débito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
221,2023-02-07,Produto A,4,63.6,221,David Glover,christopherramirez@example.org,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
222,2023-09-13,Produto D,2,81.8,222,Roberto Mitchell,hancockjoshua@example.net,Vendedor 2,Dinheiro,4,Distribuidora 4,40.9,2,gabriela96@example.org
223,2023-08-01,Produto D,1,40.9,223,Julie West,max62@example.org,Vendedor 4,Transferência Bancária,4,Distribuidora 4,40.9,4,sgonzalez@example.org
224,2023-10-21,Produto A,5,79.5,224,Suzanne Rollins,bherrera@example.net,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
225,2023-06-08,Produto A,3,47.7,225,Jill Hall,marissapayne@example.com,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
226,2023-10-29,Produto D,2,81.8,226,Julia Wilson,jacob47@example.org,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
227,2023-04-18,Produto D,2,81.8,227,Leslie Ramsey,janetmartinez@example.net,Vendedor 3,Transferência Bancária,4,Distribuidora 4,40.9,3,susan27@example.com
228,2023-08-29,Produto B,5,112.5,228,Nathaniel Santos,bwilson@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
229,2023-05-13,Produto D,5,204.5,229,Sarah Coleman,margaretmurphy@example.net,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
230,2023-09-12,Produto C,1,30.9,230,Jason Martinez,pricesusan@example.org,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
231,2023-05-27,Produto C,4,123.6,231,James Gonzalez,jonesjoanne@example.org,Vendedor 1,Transferência Bancária,3,Distribuidora 3,30.9,1,staceyweaver@example.org
232,2023-02-16,Produto C,4,123.6,232,Joyce Williams,xramsey@example.com,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
233,2023-06-30,Produto C,4,123.6,233,Terry Lee,qwilliams@example.com,Vendedor 2,Boleto,3,Distribuidora 3,30.9,2,gabriela96@example.org
234,2023-02-25,Produto C,1,30.9,234,Mark Charles,sdalton@example.com,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
235,2023-10-11,Produto C,5,154.5,235,Jerome Raymond,lawrence29@example.org,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
236,2023-12-21,Produto B,3,67.5,236,Katherine Brown,xgarner@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
237,2023-11-20,Produto C,2,61.8,237,Cory Simon,david41@example.com,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
238,2023-07-25,Produto B,3,67.5,238,Richard Rodriguez,nicole10@example.net,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
239,2023-03-23,Produto C,3,92.69999999999999,239,Malik Allison,hherrera@example.com,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
240,2023-05-03,Produto C,1,30.9,240,Bradley Mcguire,charles79@example.net,Vendedor 3,Cartão de Crédito,3,Distribuidora 3,30.9,3,susan27@example.com
241,2023-10-15,Produto A,5,79.5,241,Jessica Newton,nathansharp@example.org,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
242,2023-09-18,Produto B,4,90.0,242,Julie Washington,petertate@example.org,Vendedor 2,Cartão de Crédito,2,Distribuidora 2,22.5,2,gabriela96@example.org
243,2023-06-02,Produto A,2,31.8,243,Lisa Fletcher,carrieschwartz@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
244,2023-08-28,Produto B,5,112.5,244,Logan Reyes Jr.,younggerald@example.org,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
245,2023-08-15,Produto B,4,90.0,245,Elizabeth Miller,christopher27@example.net,Vendedor 3,Transferência Bancária,2,Distribuidora 2,22.5,3,susan27@example.com
246,2023-06-18,Produto B,3,67.5,246,Susan Newton,garciarichard@example.net,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
247,2023-05-29,Produto C,4,123.6,247,Paul Vargas,zachary97@example.net,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
248,2023-06-25,Produto A,1,15.9,248,Sarah Johnson,mjohnson@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
249,2023-10-19,Produto C,3,92.69999999999999,249,Valerie Huynh,kaylajohnson@example.com,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
250,2023-12-17,Produto D,4,163.6,250,Brian Carpenter,cmacdonald@example.com,Vendedor 2,Transferência Bancária,4,Distribuidora 4,40.9,2,gabriela96@example.org
251,2023-01-14,Produto D,2,81.8,251,Leah Kelly,michael65@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
252,2023-11-20,Produto A,3,47.7,252,Jessica Peterson,omcneil@example.net,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
253,2023-07-12,Produto B,1,22.5,253,Harold Roach,lisamaldonado@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
254,2023-03-11,Produto B,5,112.5,254,Maria Stevens,justin06@example.org,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
255,2023-06-17,Produto D,3,122.69999999999999,255,Robert Bates,cmorales@example.org,Vendedor 4,Boleto,4,Distribuidora 4,40.9,4,sgonzalez@example.org
256,2023-12-13,Produto B,2,45.0,256,Christine Torres,daniel68@example.org,Vendedor 3,Dinheiro,2,Distribuidora 2,22.5,3,susan27@example.com
257,2023-01-11,Produto C,3,92.69999999999999,257,Mitchell Warner,sjohnson@example.org,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
258,2023-03-19,Produto B,2,45.0,258,Louis Pollard,mcmahonkenneth@example.com,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
259,2023-06-01,Produto C,5,154.5,259,Diane Brooks,justin49@example.net,Vendedor 1,Dinheiro,3,Distribuidora 3,30.9,1,staceyweaver@example.org
260,2023-05-14,Produto C,4,123.6,260,Jason Carlson,laurie76@example.net,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
261,2023-05-04,Produto C,2,61.8,261,Derrick Carpenter MD,caldwellmelissa@example.com,Vendedor 1,Cartão de Crédito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
262,2023-02-11,Produto C,2,61.8,262,Peter Anderson,robinsondenise@example.net,Vendedor 3,Transferência Bancária,3,Distribuidora 3,30.9,3,susan27@example.com
263,2023-01-17,Produto A,5,79.5,263,Brandon Patrick,yscott@example.com,Vendedor 1,Cartão de Débito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
264,2023-11-19,Produto D,4,163.6,264,Sarah Hill,lisagarcia@example.net,Vendedor 3,Dinheiro,4,Distribuidora 4,40.9,3,susan27@example.com
265,2023-03-10,Produto A,3,47.7,265,Bruce Morgan,debra28@example.org,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
266,2023-12-02,Produto A,5,79.5,266,Carrie Torres,smithdaniel@example.com,Vendedor 3,Transferência Bancária,1,Distribuidora 1,15.9,3,susan27@example.com
267,2023-07-07,Produto B,3,67.5,267,Heather Davis,tweiss@example.com,Vendedor 2,Dinheiro,2,Distribuidora 2,22.5,2,gabriela96@example.org
268,2023-05-26,Produto C,3,92.69999999999999,268,Brent White,cochransarah@example.net,Vendedor 4,Cartão de Débito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
269,2023-12-16,Produto B,4,90.0,269,Phillip Wright,courtneycollins@example.com,Vendedor 2,Boleto,2,Distribuidora 2,22.5,2,gabriela96@example.org
270,2023-02-19,Produto D,3,122.69999999999999,270,Lisa Sampson,michaelanderson@example.com,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
271,2023-05-06,Produto A,3,47.7,271,Sara Smith,cstanley@example.net,Vendedor 2,Cartão de Débito,1,Distribuidora 1,15.9,2,gabriela96@example.org
272,2023-08-10,Produto B,2,45.0,272,Erik Coleman,toni16@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
273,2023-09-28,Produto A,5,79.5,273,Jacob Salinas,carolynharmon@example.org,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
274,2023-10-26,Produto A,5,79.5,274,Justin Martin,timothy69@example.com,Vendedor 1,Cartão de Crédito,1,Distribuidora 1,15.9,1,staceyweaver@example.org
275,2023-04-19,Produto C,5,154.5,275,Christopher Medina,jacksonmary@example.com,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
276,2023-04-12,Produto A,5,79.5,276,Nicholas Campbell,bushlindsay@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
277,2023-02-18,Produto A,5,79.5,277,Tony Murray,calvin25@example.org,Vendedor 4,Transferência Bancária,1,Distribuidora 1,15.9,4,sgonzalez@example.org
278,2023-11-02,Produto D,1,40.9,278,Jeremy Campbell,taylorrobert@example.net,Vendedor 1,Boleto,4,Distribuidora 4,40.9,1,staceyweaver@example.org
279,2023-02-10,Produto A,2,31.8,279,Mia Reynolds,hansonjason@example.net,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
280,2023-04-24,Produto C,3,92.69999999999999,280,Tamara Ortega,nbest@example.com,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
281,2023-10-06,Produto B,1,22.5,281,John Wu,jvalencia@example.com,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
282,2023-08-05,Produto B,3,67.5,282,Michael Gomez,johncox@example.com,Vendedor 4,Dinheiro,2,Distribuidora 2,22.5,4,sgonzalez@example.org
283,2023-07-31,Produto D,4,163.6,283,Jessica Palmer,michellepatton@example.net,Vendedor 1,Transferência Bancária,4,Distribuidora 4,40.9,1,staceyweaver@example.org
284,2023-12-21,Produto B,1,22.5,284,Luke Johnson,xpratt@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
285,2023-04-21,Produto C,4,123.6,285,Richard Miller,johnsonmartha@example.com,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
286,2023-08-01,Produto B,2,45.0,286,Anita Alexander,bateslaura@example.com,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
287,2023-08-17,Produto C,3,92.69999999999999,287,Brandon Adams,gabriela24@example.net,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
288,2023-02-19,Produto B,1,22.5,288,Jeffrey Greer,turnersusan@example.org,Vendedor 1,Dinheiro,2,Distribuidora 2,22.5,1,staceyweaver@example.org
289,2023-02-12,Produto B,1,22.5,289,Darrell Sullivan,kevinalvarez@example.com,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
290,2023-07-30,Produto C,4,123.6,290,Laurie York,pamela66@example.org,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
291,2023-03-23,Produto C,1,30.9,291,Melissa Harrison,faithmills@example.org,Vendedor 3,Cartão de Débito,3,Distribuidora 3,30.9,3,susan27@example.com
292,2023-04-17,Produto A,2,31.8,292,Tammy Caldwell,anthonyrhodes@example.net,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
293,2023-09-04,Produto B,3,67.5,293,Scott Smith,velasquezsarah@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
294,2023-09-18,Produto D,1,40.9,294,Jasmine Johnson,christopherrichards@example.com,Vendedor 2,Cartão de Débito,4,Distribuidora 4,40.9,2,gabriela96@example.org
295,2023-03-26,Produto A,2,31.8,295,Albert Robinson,ijones@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
296,2023-07-07,Produto C,5,154.5,296,Valerie Davis,hporter@example.com,Vendedor 1,Boleto,3,Distribuidora 3,30.9,1,staceyweaver@example.org
297,2023-11-02,Produto C,4,123.6,297,Taylor Hansen,thomaspope@example.net,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
298,2023-07-05,Produto B,5,112.5,298,Ricky Morgan,lopezvincent@example.com,Vendedor 3,Boleto,2,Distribuidora 2,22.5,3,susan27@example.com
299,2023-01-09,Produto D,1,40.9,299,Laurie Moore,michellemendez@example.com,Vendedor 2,Cartão de Crédito,4,Distribuidora 4,40.9,2,gabriela96@example.org
300,2023-07-18,Produto A,1,15.9,300,Robert Smith,barrettjessica@example.org,Vendedor 3,Boleto,1,Distribuidora 1,15.9,3,susan27@example.com
301,2023-07-21,Produto B,3,67.5,301,Christopher Sanchez,ybrooks@example.net,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
302,2023-02-05,Produto B,2,45.0,302,Kiara Koch,cbrewer@example.org,Vendedor 3,Cartão de Crédito,2,Distribuidora 2,22.5,3,susan27@example.com
303,2023-09-13,Produto C,5,154.5,303,Amy Duncan,hkennedy@example.org,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
304,2023-02-15,Produto B,4,90.0,304,Aaron Rowland,crichardson@example.com,Vendedor 2,Cartão de Débito,2,Distribuidora 2,22.5,2,gabriela96@example.org
305,2023-04-30,Produto C,5,154.5,305,Timothy Garcia,cohenbrian@example.net,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
306,2023-09-22,Produto A,3,47.7,306,Diane Hill,samantha71@example.org,Vendedor 2,Boleto,1,Distribuidora 1,15.9,2,gabriela96@example.org
307,2023-09-29,Produto C,1,30.9,307,Alicia Jordan,vsmith@example.org,Vendedor 1,Cartão de Débito,3,Distribuidora 3,30.9,1,staceyweaver@example.org
308,2023-10-13,Produto B,1,22.5,308,Jessica Jackson,tylerallen@example.net,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
309,2023-04-28,Produto B,5,112.5,309,David Thompson,gibsonjohn@example.org,Vendedor 3,Cartão de Débito,2,Distribuidora 2,22.5,3,susan27@example.com
310,2023-06-19,Produto D,2,81.8,310,Debbie Alvarez,cwalton@example.com,Vendedor 4,Cartão de Débito,4,Distribuidora 4,40.9,4,sgonzalez@example.org
311,2023-10-07,Produto B,3,67.5,311,Joshua Marquez,christopherjohnson@example.com,Vendedor 1,Transferência Bancária,2,Distribuidora 2,22.5,1,staceyweaver@example.org
312,2023-05-02,Produto C,5,154.5,312,Julia Duarte,hendrickscolleen@example.net,Vendedor 2,Transferência Bancária,3,Distribuidora 3,30.9,2,gabriela96@example.org
313,2023-10-19,Produto B,5,112.5,313,Zachary Miller,jacquelinedavis@example.com,Vendedor 1,Cartão de Débito,2,Distribuidora 2,22.5,1,staceyweaver@example.org
314,2023-01-05,Produto D,3,122.69999999999999,314,Leslie Potts MD,jsimpson@example.net,Vendedor 1,Dinheiro,4,Distribuidora 4,40.9,1,staceyweaver@example.org
315,2023-07-06,Produto A,4,63.6,315,Paul Reynolds,uclay@example.org,Vendedor 3,Cartão de Crédito,1,Distribuidora 1,15.9,3,susan27@example.com
316,2023-01-10,Produto B,5,112.5,316,Sarah Logan,keyconnor@example.org,Vendedor 4,Cartão de Crédito,2,Distribuidora 2,22.5,4,sgonzalez@example.org
317,2023-01-14,Produto C,2,61.8,317,Kelly Taylor,berrydarren@example.com,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
318,2023-07-05,Produto C,4,123.6,318,Anthony Potter,phamdonald@example.com,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
319,2023-10-04,Produto C,1,30.9,319,Brandon Mcbride,ryan47@example.net,Vendedor 2,Cartão de Débito,3,Distribuidora 3,30.9,2,gabriela96@example.org
320,2023-08-14,Produto A,2,31.8,320,Keith Ferguson,finleytara@example.net,Vendedor 4,Cartão de Crédito,1,Distribuidora 1,15.9,4,sgonzalez@example.org
321,2023-09-08,Produto B,2,45.0,321,Kristine Robinson,melissavasquez@example.net,Vendedor 4,Boleto,2,Distribuidora 2,22.5,4,sgonzalez@example.org
322,2023-08-26,Produto A,4,63.6,322,Kristine Munoz,johnsonamanda@example.org,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
323,2023-06-16,Produto B,4,90.0,323,Stephanie Jones,rangeltimothy@example.com,Vendedor 4,Transferência Bancária,2,Distribuidora 2,22.5,4,sgonzalez@example.org
324,2023-12-11,Produto C,5,154.5,324,Jason Garner,davisrobert@example.com,Vendedor 4,Boleto,3,Distribuidora 3,30.9,4,sgonzalez@example.org
325,2023-09-12,Produto C,3,92.69999999999999,325,Eric Peterson,coreymcdaniel@example.net,Vendedor 2,Dinheiro,3,Distribuidora 3,30.9,2,gabriela96@example.org
326,2023-05-09,Produto A,2,31.8,326,Juan Hill,peggy48@example.org,Vendedor 3,Cartão de Débito,1,Distribuidora 1,15.9,3,susan27@example.com
327,2023-12-19,Produto A,4,63.6,327,Nancy Mcmillan,chunt@example.net,Vendedor 1,Dinheiro,1,Distribuidora 1,15.9,1,staceyweaver@example.org
328,2023-02-02,Produto C,2,61.8,328,Hannah Padilla DVM,danielmartha@example.net,Vendedor 4,Dinheiro,3,Distribuidora 3,30.9,4,sgonzalez@example.org
329,2023-01-07,Produto C,5,154.5,329,Jessica Johnson,kristin27@example.net,Vendedor 2,Cartão de Crédito,3,Distribuidora 3,30.9,2,gabriela96@example.org
330,2023-12-04,Produto C,5,154.5,330,Tiffany Nelson,james66@example.com,Vendedor 4,Cartão de Crédito,3,Distribuidora 3,30.9,4,sgonzalez@example.org
331,2023-07-26,Produto A,1,15.9,331,Joshua Tate,myersryan@example.net,Vendedor 4,Boleto,1,Distribuidora 1,15.9,4,sgonzalez@example.org
